sample_timepoint_id	experiment_id	species_scientific	species_common	taxonomy_id	cell_line_or_tissue	sample_name_original	sample_name_standardized	genotype_or_construct	synchronization_method	synchronization_reagent	synchronization_dose	synchronization_duration	arrest_point	time_zero_definition	sampling_time	sampling_time_unit	cell_cycle_phase	phase_evidence_type	phase_evidence_rule	pooled_status	evidence_ids	notes	condition_id	replicate_id	batch_id	gsm_accession	archive_sample_id
ST-P0016-079	EX-P0016-001	Gallus gallus	NR	NR	Bursa	SMC3no_M_P3_rep2	GSM8048021	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-079	R-P0016-079	B-P0016-079	GSM8048021	AS-P0016-079
ST-P0016-080	EX-P0016-001	Gallus gallus	NR	NR	Bursa	SMC2au_G2_P1_rep2	GSM8048022	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-080	R-P0016-080	B-P0016-080	GSM8048022	AS-P0016-080
ST-P0016-081	EX-P0016-001	Gallus gallus	NR	NR	Bursa	SMC2au_G2_P2_rep2	GSM8048023	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-081	R-P0016-081	B-P0016-081	GSM8048023	AS-P0016-081
ST-P0016-082	EX-P0016-001	Gallus gallus	NR	NR	Bursa	SMC2au_G2_P3_rep2	GSM8048024	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-082	R-P0016-082	B-P0016-082	GSM8048024	AS-P0016-082
ST-P0016-083	EX-P0016-001	Gallus gallus	NR	NR	Bursa	SMC2au_Mnoc_P1_rep1	GSM8048025	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-083	R-P0016-083	B-P0016-083	GSM8048025	AS-P0016-083
ST-P0016-084	EX-P0016-001	Gallus gallus	NR	NR	Bursa	SMC2au_Mnoc_P2_rep1	GSM8048026	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-084	R-P0016-084	B-P0016-084	GSM8048026	AS-P0016-084
ST-P0016-085	EX-P0016-001	Gallus gallus	NR	NR	Bursa	SMC2au_Mnoc_P3_rep1	GSM8048027	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-085	R-P0016-085	B-P0016-085	GSM8048027	AS-P0016-085
ST-P0016-086	EX-P0016-001	Gallus gallus	NR	NR	Bursa	SMC2au_Mnoc_P1_rep2	GSM8048028	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-086	R-P0016-086	B-P0016-086	GSM8048028	AS-P0016-086
ST-P0016-087	EX-P0016-001	Gallus gallus	NR	NR	Bursa	SMC2au_Mnoc_P2_rep2	GSM8048029	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-087	R-P0016-087	B-P0016-087	GSM8048029	AS-P0016-087
ST-P0016-088	EX-P0016-001	Gallus gallus	NR	NR	Bursa	SMC2au_Mnoc_P3_rep2	GSM8048030	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-088	R-P0016-088	B-P0016-088	GSM8048030	AS-P0016-088
ST-P0016-089	EX-P0016-001	Gallus gallus	NR	NR	Bursa	SMC2au_M_P1_rep2	GSM8048031	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-089	R-P0016-089	B-P0016-089	GSM8048031	AS-P0016-089
ST-P0016-090	EX-P0016-001	Gallus gallus	NR	NR	Bursa	SMC2au_M_P2_rep2	GSM8048032	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-090	R-P0016-090	B-P0016-090	GSM8048032	AS-P0016-090
ST-P0016-091	EX-P0016-001	Gallus gallus	NR	NR	Bursa	SMC2au_M_P3_rep2	GSM8048033	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-091	R-P0016-091	B-P0016-091	GSM8048033	AS-P0016-091
ST-P0016-092	EX-P0016-001	Gallus gallus	NR	NR	Bursa	SMC3no_G2_P1_rep1	GSM8048034	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-092	R-P0016-092	B-P0016-092	GSM8048034	AS-P0016-092
ST-P0016-093	EX-P0016-001	Gallus gallus	NR	NR	Bursa	SMC3no_G2_P2_rep1	GSM8048035	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-093	R-P0016-093	B-P0016-093	GSM8048035	AS-P0016-093
ST-P0016-094	EX-P0016-001	Gallus gallus	NR	NR	Bursa	SMC3no_G2_P3_rep1	GSM8048036	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-094	R-P0016-094	B-P0016-094	GSM8048036	AS-P0016-094
ST-P0016-095	EX-P0016-001	Gallus gallus	NR	NR	Bursa	SMC3no_G2_P1_rep2	GSM8048037	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-095	R-P0016-095	B-P0016-095	GSM8048037	AS-P0016-095
ST-P0016-096	EX-P0016-001	Gallus gallus	NR	NR	Bursa	SMC3no_G2_P2_rep2	GSM8048038	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-096	R-P0016-096	B-P0016-096	GSM8048038	AS-P0016-096
ST-P0016-097	EX-P0016-001	Gallus gallus	NR	NR	Bursa	SMC3no_G2_P3_rep2	GSM8048039	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-097	R-P0016-097	B-P0016-097	GSM8048039	AS-P0016-097
ST-P0016-098	EX-P0016-001	Gallus gallus	NR	NR	Bursa	SMC3no_M_P1_rep1	GSM8048040	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-098	R-P0016-098	B-P0016-098	GSM8048040	AS-P0016-098
ST-P0016-099	EX-P0016-001	Gallus gallus	NR	NR	Bursa	SMC3no_M_P2_rep1	GSM8048041	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-099	R-P0016-099	B-P0016-099	GSM8048041	AS-P0016-099
ST-P0016-100	EX-P0016-001	Gallus gallus	NR	NR	Bursa	SMC3no_M_P3_rep1	GSM8048042	female (ZW)	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0016-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0016-100	R-P0016-100	B-P0016-100	GSM8048042	AS-P0016-100
ST-P0011-001	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	1_Wapl-C6_0h_antiWapl	GSM3992897	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-001	R-P0011-001	B-P0011-001	GSM3992897	AS-P0011-001
ST-P0011-002	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	2_Wapl-C6_24h_antiWapl	GSM3992898	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-002	R-P0011-002	B-P0011-002	GSM3992898	AS-P0011-002
ST-P0011-003	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	3_Wapl-C6_0h_antiCtcf	GSM3992899	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-003	R-P0011-003	B-P0011-003	GSM3992899	AS-P0011-003
ST-P0011-004	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	4_Wapl-C6_24h_antiCtcf	GSM3992900	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-004	R-P0011-004	B-P0011-004	GSM3992900	AS-P0011-004
ST-P0011-005	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	5_Wapl-C6_0h_antiRad21	GSM3992901	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-005	R-P0011-005	B-P0011-005	GSM3992901	AS-P0011-005
ST-P0011-006	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	6_Wapl-C6_24h_antiRad21	GSM3992902	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-006	R-P0011-006	B-P0011-006	GSM3992902	AS-P0011-006
ST-P0011-007	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	7_Wapl-C20_0h_antiRad21	GSM3992903	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-007	R-P0011-007	B-P0011-007	GSM3992903	AS-P0011-007
ST-P0011-008	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	8_Wapl-C20_24h_antiRad21	GSM3992904	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-008	R-P0011-008	B-P0011-008	GSM3992904	AS-P0011-008
ST-P0011-009	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	9_WaplNPC-C6_0h_antiRad21_rep1	GSM3992905	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-009	R-P0011-009	B-P0011-009	GSM3992905	AS-P0011-009
ST-P0011-010	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	10_WaplNPC-C6_24h_antiRad21_rep1	GSM3992906	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-010	R-P0011-010	B-P0011-010	GSM3992906	AS-P0011-010
ST-P0011-011	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	11_WaplNPC-C6_0h_antiRad21_rep2	GSM3992907	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-011	R-P0011-011	B-P0011-011	GSM3992907	AS-P0011-011
ST-P0011-012	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	12_WaplNPC-C6_24h_antiRad21_rep2	GSM3992908	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-012	R-P0011-012	B-P0011-012	GSM3992908	AS-P0011-012
ST-P0011-013	EX-P0011-001	Mus musculus	mouse	10090	V6.5	13_Oct4-FKBP_0h_antiRad21_rep1	GSM3992909	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-013	R-P0011-013	B-P0011-013	GSM3992909	AS-P0011-013
ST-P0011-014	EX-P0011-001	Mus musculus	mouse	10090	V6.5	14_Oct4-FKBP_24h_antiRad21_rep1	GSM3992910	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-014	R-P0011-014	B-P0011-014	GSM3992910	AS-P0011-014
ST-P0011-015	EX-P0011-001	Mus musculus	mouse	10090	V6.5	15_Oct4-FKBP_0h_antiRad21_rep2	GSM3992911	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-015	R-P0011-015	B-P0011-015	GSM3992911	AS-P0011-015
ST-P0011-016	EX-P0011-001	Mus musculus	mouse	10090	V6.5	16_Oct4-FKBP_24h_antiRad21_rep2	GSM3992912	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-016	R-P0011-016	B-P0011-016	GSM3992912	AS-P0011-016
ST-P0011-017	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	17_Nanog-FKBP_0h_antiRad21	GSM3992913	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-017	R-P0011-017	B-P0011-017	GSM3992913	AS-P0011-017
ST-P0011-018	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	18_Nanog-FKBP_24h_antiRad21	GSM3992914	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-018	R-P0011-018	B-P0011-018	GSM3992914	AS-P0011-018
ST-P0011-019	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	19_Wapl-C6_0h_antiH3K4me3	GSM3992915	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-019	R-P0011-019	B-P0011-019	GSM3992915	AS-P0011-019
ST-P0011-020	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	20_Wapl-C6_6h_antiH3K4me3	GSM3992916	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-020	R-P0011-020	B-P0011-020	GSM3992916	AS-P0011-020
ST-P0011-021	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	21_Wapl-C6_24h_antiH3K4me3	GSM3992917	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-021	R-P0011-021	B-P0011-021	GSM3992917	AS-P0011-021
ST-P0011-022	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	22_Wapl-C6_96h_antiH3K4me3	GSM3992918	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-022	R-P0011-022	B-P0011-022	GSM3992918	AS-P0011-022
ST-P0011-023	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	23_Wapl-C6_0h_antiH3K27ac	GSM3992919	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-023	R-P0011-023	B-P0011-023	GSM3992919	AS-P0011-023
ST-P0011-024	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	24_Wapl-C6_6h_antiH3K27ac	GSM3992920	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-024	R-P0011-024	B-P0011-024	GSM3992920	AS-P0011-024
ST-P0011-025	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	25_Wapl-C6_24h_antiH3K27ac	GSM3992921	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-025	R-P0011-025	B-P0011-025	GSM3992921	AS-P0011-025
ST-P0011-026	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	26_Wapl-C6_96h_antiH3K27ac	GSM3992922	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-026	R-P0011-026	B-P0011-026	GSM3992922	AS-P0011-026
ST-P0011-027	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	27_Wapl-C6_0h_antiH3K27me3	GSM3992923	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-027	R-P0011-027	B-P0011-027	GSM3992923	AS-P0011-027
ST-P0011-028	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	28_Wapl-C6_96h_antiH3K27me3	GSM3992924	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-028	R-P0011-028	B-P0011-028	GSM3992924	AS-P0011-028
ST-P0011-029	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	29_Wapl-C6_0h_antiNanog	GSM3992925	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-029	R-P0011-029	B-P0011-029	GSM3992925	AS-P0011-029
ST-P0011-030	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	30_Wapl-C6_24h_antiNanog	GSM3992926	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-030	R-P0011-030	B-P0011-030	GSM3992926	AS-P0011-030
ST-P0011-031	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	31_Wapl-C6_0h_antiSox2	GSM3992927	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-031	R-P0011-031	B-P0011-031	GSM3992927	AS-P0011-031
ST-P0011-032	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	32_Wapl-C6_24h_antiSox2	GSM3992928	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-032	R-P0011-032	B-P0011-032	GSM3992928	AS-P0011-032
ST-P0011-033	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	33_Wapl-C6_0h_antiOct4	GSM3992929	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-033	R-P0011-033	B-P0011-033	GSM3992929	AS-P0011-033
ST-P0011-034	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	34_Wapl-C6_24h_antiOct4	GSM3992930	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-034	R-P0011-034	B-P0011-034	GSM3992930	AS-P0011-034
ST-P0011-035	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	35_Rad21-AID_0h_antiNanog	GSM3992931	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-035	R-P0011-035	B-P0011-035	GSM3992931	AS-P0011-035
ST-P0011-036	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	36_Rad21-AID_24h_antiNanog	GSM3992932	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-036	R-P0011-036	B-P0011-036	GSM3992932	AS-P0011-036
ST-P0011-037	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	37_Wapl-C6_0h_antiMed1	GSM3992933	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-037	R-P0011-037	B-P0011-037	GSM3992933	AS-P0011-037
ST-P0011-038	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	38_Wapl-C6_24h_antiMed1	GSM3992934	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-038	R-P0011-038	B-P0011-038	GSM3992934	AS-P0011-038
ST-P0011-039	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	39_Rad21-AID_0h_antiMed1	GSM3992935	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-039	R-P0011-039	B-P0011-039	GSM3992935	AS-P0011-039
ST-P0011-040	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	40_Rad21-AID_24h_antiMed1	GSM3992936	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-040	R-P0011-040	B-P0011-040	GSM3992936	AS-P0011-040
ST-P0011-041	EX-P0011-001	Mus musculus	mouse	10090	V6.5	41_Oct4-FKBP_0h_antiMed1	GSM3992937	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-041	R-P0011-041	B-P0011-041	GSM3992937	AS-P0011-041
ST-P0011-042	EX-P0011-001	Mus musculus	mouse	10090	V6.5	42_Oct4-FKBP_24h_antiMed1	GSM3992938	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-042	R-P0011-042	B-P0011-042	GSM3992938	AS-P0011-042
ST-P0011-043	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	43_Nanog-FKBP_0h_antiMed1	GSM3992939	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-043	R-P0011-043	B-P0011-043	GSM3992939	AS-P0011-043
ST-P0011-044	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	44_Nanog-FKBP_24h_antiMed1	GSM3992940	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-044	R-P0011-044	B-P0011-044	GSM3992940	AS-P0011-044
ST-P0011-045	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	45_Wapl-C6_0h_RNA_rep1	GSM3992941	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-045	R-P0011-045	B-P0011-045	GSM3992941	AS-P0011-045
ST-P0011-046	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	46_Wapl-C6_0h_RNA_rep2	GSM3992942	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-046	R-P0011-046	B-P0011-046	GSM3992942	AS-P0011-046
ST-P0011-047	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	47_Wapl-C6_6h_RNA_rep1	GSM3992943	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-047	R-P0011-047	B-P0011-047	GSM3992943	AS-P0011-047
ST-P0011-048	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	48_Wapl-C6_6h_RNA_rep2	GSM3992944	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-048	R-P0011-048	B-P0011-048	GSM3992944	AS-P0011-048
ST-P0011-049	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	49_Wapl-C6_24h_RNA_rep1	GSM3992945	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-049	R-P0011-049	B-P0011-049	GSM3992945	AS-P0011-049
ST-P0011-050	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	50_Wapl-C6_24h_RNA_rep2	GSM3992946	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-050	R-P0011-050	B-P0011-050	GSM3992946	AS-P0011-050
ST-P0011-051	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	51_Wapl-C6_48h_RNA_rep1	GSM3992947	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-051	R-P0011-051	B-P0011-051	GSM3992947	AS-P0011-051
ST-P0011-052	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	52_Wapl-C6_48h_RNA_rep2	GSM3992948	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-052	R-P0011-052	B-P0011-052	GSM3992948	AS-P0011-052
ST-P0011-053	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	53_Wapl-C6_96h_RNA_rep1	GSM3992949	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-053	R-P0011-053	B-P0011-053	GSM3992949	AS-P0011-053
