run_accession	study_accession	secondary_study_accession	experiment_accession	sample_accession	secondary_sample_accession	run_alias	experiment_alias	sample_alias	scientific_name	library_strategy	library_layout	instrument_platform	instrument_model	fastq_ftp	fastq_md5	fastq_bytes	submitted_ftp	submitted_md5	submitted_bytes
SRR27793166	PRJNA1071267	SRP486984	SRX23456772	SAMN39682116	SRS20309758	GSM8048008_r1	GSM8048008_r1	GSM8048008	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/066/SRR27793166/SRR27793166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/066/SRR27793166/SRR27793166_2.fastq.gz	cf03ebd84c2f8cb52fadd40edbf522d3;d0d7ea21a1fd33c95562f9e0c73b7208	557462458;557379663			
SRR27793167	PRJNA1071267	SRP486984	SRX23456771	SAMN39682117	SRS20309756	GSM8048007_r1	GSM8048007_r1	GSM8048007	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/067/SRR27793167/SRR27793167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/067/SRR27793167/SRR27793167_2.fastq.gz	d28c16b0cec966741c1bec09c4bac476;4c455bf6db182a3b8fc1e35884c14b3f	492511446;491055829			
SRR27793170	PRJNA1071267	SRP486984	SRX23456768	SAMN39682120	SRS20309754	GSM8048004_r1	GSM8048004_r1	GSM8048004	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/070/SRR27793170/SRR27793170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/070/SRR27793170/SRR27793170_2.fastq.gz	cf9d05838916791308fc69b12b3e79cd;d45f1d2283c5e163ea2dcbddd7545a6f	491535034;491183832			
SRR27793175	PRJNA1071267	SRP486984	SRX23456763	SAMN39682125	SRS20309749	GSM8047999_r1	GSM8047999_r1	GSM8047999	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/075/SRR27793175/SRR27793175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/075/SRR27793175/SRR27793175_2.fastq.gz	9a3dccc33f304645af8c14de69deda89;05326d5a3013c40ac22887b3cd28bd72	605980758;604895252			
SRR27793177	PRJNA1071267	SRP486984	SRX23456761	SAMN39682127	SRS20309747	GSM8047997_r1	GSM8047997_r1	GSM8047997	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/077/SRR27793177/SRR27793177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/077/SRR27793177/SRR27793177_2.fastq.gz	252ea37c0a26eba21ea5d4905b824f75;b347df5655b682a31edd69691d960527	431055920;429751804			
SRR27793178	PRJNA1071267	SRP486984	SRX23456760	SAMN39682128	SRS20309746	GSM8047996_r1	GSM8047996_r1	GSM8047996	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/078/SRR27793178/SRR27793178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/078/SRR27793178/SRR27793178_2.fastq.gz	c1db88117fc12f9ebf6508c7b0c06358;ca32f09de2ffa3836c0e16f3c45139c0	553235844;552242201			
SRR27793182	PRJNA1071267	SRP486984	SRX23456756	SAMN39682132	SRS20309742	GSM8047992_r1	GSM8047992_r1	GSM8047992	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/082/SRR27793182/SRR27793182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/082/SRR27793182/SRR27793182_2.fastq.gz	5eae93337cf635c0800780284fde733f;132fef4909c9aa7b6c9e8039cd3dadde	526981282;524824531			
SRR27793185	PRJNA1071267	SRP486984	SRX23456753	SAMN39682135	SRS20309739	GSM8047989_r1	GSM8047989_r1	GSM8047989	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/085/SRR27793185/SRR27793185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/085/SRR27793185/SRR27793185_2.fastq.gz	be65c7cd29549fbafb71ec1518cba235;37f3b87f7c2acd3c8733c429cf4fe165	740741431;736345664			
SRR27793186	PRJNA1071267	SRP486984	SRX23456752	SAMN39682136	SRS20309738	GSM8047988_r1	GSM8047988_r1	GSM8047988	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/086/SRR27793186/SRR27793186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/086/SRR27793186/SRR27793186_2.fastq.gz	77a82d6eda7dc44bffb2b044f555acf2;344027f8b12c104d1ab6392357385c59	538063901;536885243			
SRR27793188	PRJNA1071267	SRP486984	SRX23456750	SAMN39682138	SRS20309736	GSM8047986_r1	GSM8047986_r1	GSM8047986	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/088/SRR27793188/SRR27793188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/088/SRR27793188/SRR27793188_2.fastq.gz	991c2c1f240f94e1cb08e2ae738fa154;08df33487d2d6b3b13b8ed2df1865a29	454169499;452565854			
SRR27793189	PRJNA1071267	SRP486984	SRX23456749	SAMN39682139	SRS20309734	GSM8047985_r1	GSM8047985_r1	GSM8047985	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/089/SRR27793189/SRR27793189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/089/SRR27793189/SRR27793189_2.fastq.gz	641d38c51460723307ab19ba183c2131;fa212329270e1fbedc5c31988f451704	562366618;561026858			
SRR27723040	PRJNA1068949	SRP485869	SRX23389012	SAMN39605692	SRS20250143	GSM8035616_r1	GSM8035616_r1	GSM8035616	Gallus gallus	ChIP-Seq	PAIRED	ILLUMINA	NextSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/040/SRR27723040/SRR27723040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/040/SRR27723040/SRR27723040_2.fastq.gz	c7d83c41e591d4b848b190b72f1b3e78;17d8802dd993dd4641a2420713296a15	1125466248;1124152790			
SRR27723041	PRJNA1068949	SRP485869	SRX23389011	SAMN39605693	SRS20250142	GSM8035615_r1	GSM8035615_r1	GSM8035615	Gallus gallus	ChIP-Seq	PAIRED	ILLUMINA	NextSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/041/SRR27723041/SRR27723041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/041/SRR27723041/SRR27723041_2.fastq.gz	75b6ef2b7af0fe1308f2b261be4be626;f4165790aae0898929286c1c417a411f	1192510261;1191168140			
SRR27723044	PRJNA1068949	SRP485869	SRX23389008	SAMN39605696	SRS20250139	GSM8035612_r1	GSM8035612_r1	GSM8035612	Gallus gallus	ChIP-Seq	PAIRED	ILLUMINA	NextSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/044/SRR27723044/SRR27723044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/044/SRR27723044/SRR27723044_2.fastq.gz	49950e6a2dda56bceb0a3cbd1c0357f9;d9b71415e90815870482430de05e748c	1073848590;1072431306			
SRR27723049	PRJNA1068949	SRP485869	SRX23389003	SAMN39605701	SRS20250134	GSM8035607_r1	GSM8035607_r1	GSM8035607	Gallus gallus	ChIP-Seq	PAIRED	ILLUMINA	NextSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/049/SRR27723049/SRR27723049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/049/SRR27723049/SRR27723049_2.fastq.gz	3a813b7d793998283a90ceffc57eeb6a;969131c8fc0c16122d3116d1ace413a2	886598633;885670350			
SRR27723050	PRJNA1068949	SRP485869	SRX23389002	SAMN39605702	SRS20250133	GSM8035606_r1	GSM8035606_r1	GSM8035606	Gallus gallus	ChIP-Seq	PAIRED	ILLUMINA	NextSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/050/SRR27723050/SRR27723050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/050/SRR27723050/SRR27723050_2.fastq.gz	5711c9b8c46d9da905df7b0e9eb430a7;547305a79248713138455572305180d4	1012974348;1012039707			
SRR27723051	PRJNA1068949	SRP485869	SRX23389001	SAMN39605703	SRS20250132	GSM8035605_r1	GSM8035605_r1	GSM8035605	Gallus gallus	ChIP-Seq	PAIRED	ILLUMINA	NextSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/051/SRR27723051/SRR27723051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/051/SRR27723051/SRR27723051_2.fastq.gz	3e9e08a77bef34ff14dea5a498265253;704454115fc2501400dafa8abceec320	979937878;978932570			
SRR27723052	PRJNA1068949	SRP485869	SRX23389000	SAMN39605704	SRS20250131	GSM8035604_r1	GSM8035604_r1	GSM8035604	Gallus gallus	ChIP-Seq	PAIRED	ILLUMINA	NextSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/052/SRR27723052/SRR27723052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/052/SRR27723052/SRR27723052_2.fastq.gz	92441eca20f5299de1a43fd5f31176c5;7cb27a2f6d75098aeb8df5070745a26e	1019330550;1018264031			
SRR27723053	PRJNA1068949	SRP485869	SRX23388999	SAMN39605705	SRS20250130	GSM8035603_r1	GSM8035603_r1	GSM8035603	Gallus gallus	ChIP-Seq	PAIRED	ILLUMINA	NextSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/053/SRR27723053/SRR27723053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/053/SRR27723053/SRR27723053_2.fastq.gz	0da17a7d3bba61729a49b92aa845a913;360d7d14adc4bfe7eb2dfaa32a039842	783825871;782995423			
SRR27723055	PRJNA1068949	SRP485869	SRX23388997	SAMN39605707	SRS20250128	GSM8035601_r1	GSM8035601_r1	GSM8035601	Gallus gallus	ChIP-Seq	PAIRED	ILLUMINA	NextSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/055/SRR27723055/SRR27723055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/055/SRR27723055/SRR27723055_2.fastq.gz	e8ea6ff03551597e36e7d1f265b95e7d;6a0c99ad52d3301c554742edb9a0ef5c	878098967;877056534			
SRR27723058	PRJNA1068949	SRP485869	SRX23388994	SAMN39605710	SRS20250125	GSM8035598_r1	GSM8035598_r1	GSM8035598	Gallus gallus	ChIP-Seq	PAIRED	ILLUMINA	NextSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/058/SRR27723058/SRR27723058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/058/SRR27723058/SRR27723058_2.fastq.gz	db2272286ba8c31325fe64bd17fcc833;4127414561096fdfa853ac47a25d281c	1230980478;1229487984			
SRR27723065	PRJNA1068949	SRP485869	SRX23388987	SAMN39605717	SRS20250118	GSM8035591_r1	GSM8035591_r1	GSM8035591	Gallus gallus	ChIP-Seq	PAIRED	ILLUMINA	NextSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/065/SRR27723065/SRR27723065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/065/SRR27723065/SRR27723065_2.fastq.gz	f369bf2a4c8fbd473a12667aedf82a73;721ae490a7e595724c7017cbecd466da	802538765;801587823			
SRR27723066	PRJNA1068949	SRP485869	SRX23388986	SAMN39605718	SRS20250117	GSM8035590_r1	GSM8035590_r1	GSM8035590	Gallus gallus	ChIP-Seq	PAIRED	ILLUMINA	NextSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/066/SRR27723066/SRR27723066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/066/SRR27723066/SRR27723066_2.fastq.gz	58240fef10482ce8f1ac8e630f06b113;5da399f3a50d465cf0a1107e0801f9f6	985201070;984260627			
SRR27723067	PRJNA1068949	SRP485869	SRX23388985	SAMN39605719	SRS20250116	GSM8035589_r1	GSM8035589_r1	GSM8035589	Gallus gallus	ChIP-Seq	PAIRED	ILLUMINA	NextSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/067/SRR27723067/SRR27723067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/067/SRR27723067/SRR27723067_2.fastq.gz	6682498a0a811178046b4a4a807f90c7;cc46a6f1eb8e3f1bdf84a5deb6cec5a4	881218323;880374330			
SRR27723069	PRJNA1068949	SRP485869	SRX23388983	SAMN39605721	SRS20250114	GSM8035587_r1	GSM8035587_r1	GSM8035587	Gallus gallus	ChIP-Seq	PAIRED	ILLUMINA	NextSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/069/SRR27723069/SRR27723069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/069/SRR27723069/SRR27723069_2.fastq.gz	250202cd9090a9bf0a4178ef1c70c0e1;59c7ea9c39cc69b8d4a46b273ac75fc6	906918241;906324532			
SRR27723075	PRJNA1068948	SRP485870	SRX23389017	SAMN39610096	SRS20260345	GSM8035621_r1	GSM8035621_r1	GSM8035621	Gallus gallus	ChIP-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/075/SRR27723075/SRR27723075.fastq.gz	637db2220cd1873d65de662a9354268e	385163624			
SRR27723077	PRJNA1068948	SRP485870	SRX23389015	SAMN39610098	SRS20260341	GSM8035619_r1	GSM8035619_r1	GSM8035619	Gallus gallus	ChIP-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/077/SRR27723077/SRR27723077.fastq.gz	13efc601a788f15d28c0411b3a6b323f	545424084			
SRR27793132	PRJNA1071267	SRP486984	SRX23456806	SAMN39682082	SRS20309792	GSM8048042_r1	GSM8048042_r1	GSM8048042	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/032/SRR27793132/SRR27793132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/032/SRR27793132/SRR27793132_2.fastq.gz	f9ab5e3e9c4c030739e05e5551afedab;1c6ee43ec9a1ffa95ece499c5aa97ad7	646008991;646844064			
SRR27793134	PRJNA1071267	SRP486984	SRX23456804	SAMN39682084	SRS20309790	GSM8048040_r1	GSM8048040_r1	GSM8048040	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/034/SRR27793134/SRR27793134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/034/SRR27793134/SRR27793134_2.fastq.gz	1d64d8abc6d361ddcd0c08144a93b438;30fdb9c26b7394f0a0c3e45f93daae39	891748947;892323904			
SRR27793135	PRJNA1071267	SRP486984	SRX23456803	SAMN39682085	SRS20309789	GSM8048039_r1	GSM8048039_r1	GSM8048039	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/035/SRR27793135/SRR27793135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/035/SRR27793135/SRR27793135_2.fastq.gz	337bf0cb3e2b9e83e4281c04a06bfa1b;b448899b230737bea71b9a5e456c3548	1462926047;1466933368			
SRR27793136	PRJNA1071267	SRP486984	SRX23456802	SAMN39682086	SRS20309788	GSM8048038_r1	GSM8048038_r1	GSM8048038	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/036/SRR27793136/SRR27793136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/036/SRR27793136/SRR27793136_2.fastq.gz	a0c6a0e1c1203e1cddf56f9859a344ea;da5800d453ee19a8a71db16f72e3e64b	1364272551;1365929264			
SRR27793139	PRJNA1071267	SRP486984	SRX23456799	SAMN39682089	SRS20309785	GSM8048035_r1	GSM8048035_r1	GSM8048035	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/039/SRR27793139/SRR27793139_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/039/SRR27793139/SRR27793139_2.fastq.gz	1bbd951de48b8808de26b8a3b94abecd;e940ed202c569725164a238d772effb7	1844758892;1846428456			
SRR27793142	PRJNA1071267	SRP486984	SRX23456796	SAMN39682092	SRS20309782	GSM8048032_r1	GSM8048032_r1	GSM8048032	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/042/SRR27793142/SRR27793142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/042/SRR27793142/SRR27793142_2.fastq.gz	8923cc9c354e3388c75229870956098b;332d3336935b386a7c19dae6a3e38d7c	1621658192;1622968910			
SRR27793144	PRJNA1071267	SRP486984	SRX23456794	SAMN39682094	SRS20309781	GSM8048030_r1	GSM8048030_r1	GSM8048030	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/044/SRR27793144/SRR27793144_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/044/SRR27793144/SRR27793144_2.fastq.gz	5875ba2b6842b1760a15a286d429cfab;2727f8e0ae31d990ccf0de9aeaab9005	1687320101;1693531193			
SRR27793145	PRJNA1071267	SRP486984	SRX23456793	SAMN39682095	SRS20309779	GSM8048029_r1	GSM8048029_r1	GSM8048029	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/045/SRR27793145/SRR27793145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/045/SRR27793145/SRR27793145_2.fastq.gz	e4402e1841d3ebc78d354a761f7c5895;ef87bea814f7fbf079d74fc3529828e6	1871027225;1875696638			
SRR27793147	PRJNA1071267	SRP486984	SRX23456791	SAMN39682097	SRS20309777	GSM8048027_r1	GSM8048027_r1	GSM8048027	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/047/SRR27793147/SRR27793147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/047/SRR27793147/SRR27793147_2.fastq.gz	f84a7ca2fe69cea4a5233cb3d283b51a;f7fd608f284d27e50cc93fbefd24e6fc	1170468068;1170279923			
SRR27793148	PRJNA1071267	SRP486984	SRX23456790	SAMN39682098	SRS20309776	GSM8048026_r1	GSM8048026_r1	GSM8048026	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/048/SRR27793148/SRR27793148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/048/SRR27793148/SRR27793148_2.fastq.gz	0d8a05c43aa6dc1888685c9fed8bad87;77bbd2af0d0cb0e7e64a54e8717fa1ea	1175853808;1176562959			
SRR27793152	PRJNA1071267	SRP486984	SRX23456786	SAMN39682102	SRS20309772	GSM8048022_r1	GSM8048022_r1	GSM8048022	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/052/SRR27793152/SRR27793152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/052/SRR27793152/SRR27793152_2.fastq.gz	ffd9d88bdf781c25c267a3aa0ce933ea;bf7d2c7c6f0f0d086fe6ee1d62c1cc8a	884447956;885308573			
SRR27793153	PRJNA1071267	SRP486984	SRX23456785	SAMN39682103	SRS20309771	GSM8048021_r1	GSM8048021_r1	GSM8048021	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/053/SRR27793153/SRR27793153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/053/SRR27793153/SRR27793153_2.fastq.gz	a1e2ba7711710b9bb09132dd8ef96274;1020bd69993dd66e404a3e465d72fde4	1651366454;1658816172			
SRR27793157	PRJNA1071267	SRP486984	SRX23456781	SAMN39682107	SRS20309768	GSM8048017_r1	GSM8048017_r1	GSM8048017	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/057/SRR27793157/SRR27793157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/057/SRR27793157/SRR27793157_2.fastq.gz	39e1b47c2592ebda984622d931f6c888;59bdbafc322eb0fae3dccbe1124546c1	472048842;471656946			
SRR27793160	PRJNA1071267	SRP486984	SRX23456778	SAMN39682110	SRS20309764	GSM8048014_r1	GSM8048014_r1	GSM8048014	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/060/SRR27793160/SRR27793160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/060/SRR27793160/SRR27793160_2.fastq.gz	986d3d5a6c12a142c825bc7bc72d18c3;496cda94436ea1ea66c3a40f84b61956	574775594;574338720			
SRR27793169	PRJNA1071267	SRP486984	SRX23456769	SAMN39682119	SRS20309755	GSM8048005_r1	GSM8048005_r1	GSM8048005	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/069/SRR27793169/SRR27793169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/069/SRR27793169/SRR27793169_2.fastq.gz	38d61c0ec00708d56c945c83e9612a36;dec674414cdeae6002e0fe327c46350d	518365356;518383295			
SRR27793171	PRJNA1071267	SRP486984	SRX23456767	SAMN39682121	SRS20309753	GSM8048003_r1	GSM8048003_r1	GSM8048003	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/071/SRR27793171/SRR27793171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/071/SRR27793171/SRR27793171_2.fastq.gz	161a1bc32d48862649186cae012706aa;ca542d5e3894bae11294abd6e1b971a4	537886210;536277827			
SRR27793172	PRJNA1071267	SRP486984	SRX23456766	SAMN39682122	SRS20309752	GSM8048002_r1	GSM8048002_r1	GSM8048002	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/072/SRR27793172/SRR27793172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/072/SRR27793172/SRR27793172_2.fastq.gz	084a518d0462e58696c68e5dd9c33a6a;2a9283b66ea2a02de9ca51dfafa39b65	651243624;650897537			
SRR27793179	PRJNA1071267	SRP486984	SRX23456759	SAMN39682129	SRS20309745	GSM8047995_r1	GSM8047995_r1	GSM8047995	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/079/SRR27793179/SRR27793179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/079/SRR27793179/SRR27793179_2.fastq.gz	8f773bc099c8d6b6ca66e1e91d8051ac;d8cbf0db437d339ddce227e21fe7eff1	651357005;648372253			
SRR27793180	PRJNA1071267	SRP486984	SRX23456758	SAMN39682130	SRS20309744	GSM8047994_r1	GSM8047994_r1	GSM8047994	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/080/SRR27793180/SRR27793180_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/080/SRR27793180/SRR27793180_2.fastq.gz	4548b2eeb6aace2c22e9399ee81afab5;4977770c03e654de0b921913f18f8dec	570122531;568398995			
SRR27793181	PRJNA1071267	SRP486984	SRX23456757	SAMN39682131	SRS20309743	GSM8047993_r1	GSM8047993_r1	GSM8047993	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/081/SRR27793181/SRR27793181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/081/SRR27793181/SRR27793181_2.fastq.gz	2fa570e621730f57f6869d9c4f88683c;0e590576950d776e7330c8339da36b8e	623094256;622001017			
SRR27793184	PRJNA1071267	SRP486984	SRX23456754	SAMN39682134	SRS20309740	GSM8047990_r1	GSM8047990_r1	GSM8047990	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/084/SRR27793184/SRR27793184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/084/SRR27793184/SRR27793184_2.fastq.gz	2b7466ab20ea9e59152e011f1351516c;48474e77f112895366d633d07540f180	521140337;520113263			
SRR27793187	PRJNA1071267	SRP486984	SRX23456751	SAMN39682137	SRS20309737	GSM8047987_r1	GSM8047987_r1	GSM8047987	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/087/SRR27793187/SRR27793187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/087/SRR27793187/SRR27793187_2.fastq.gz	ab85c57455bf80ceadfc658658c97463;84a4fe529d09d1c5e2be03505edeeea6	398142543;397844078			
SRR27793191	PRJNA1071267	SRP486984	SRX23456747	SAMN39682141	SRS20309733	GSM8047983_r1	GSM8047983_r1	GSM8047983	Gallus gallus	OTHER	PAIRED	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/091/SRR27793191/SRR27793191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/091/SRR27793191/SRR27793191_2.fastq.gz	ad411d55472119883ed142367fe0b1ac;9c7ea2068f8d3810f77e4d72daf3e0ef	666219972;664076935			
